,GSM5444463,GSM5444460,GSM5444461,GSM5444462,GSM5444464,GSM5444465,GSM5444448,GSM5444449,GSM5444450,GSM5444451,GSM5444452,GSM5444453,GSM5444454,GSM5444455,GSM5444456,GSM5444457,GSM5444458,GSM5444459
ENSG00000170214.5,1,2,6,6,0,10,0,0,0,4,0,0,19,16,0,0,0,0
ENSG00000248626.1,1,6,7,8,8,20,1,1,2,5,2,0,1,1,0,6,1,1
ENSG00000199398.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113312.11,434,591,594,617,572,647,768,1101,871,1134,777,24,329,594,572,1101,98,0
ENSG00000223908.5,0,7,3,9,13,9,4,10,3,12,7,0,0,2,3,2,5,0
ENSG00000170234.13,127,100,75,97,149,119,248,312,253,303,278,15,60,98,207,116,18,8
ENSG00000170231.15,66,51,40,39,62,60,222,357,262,330,248,0,45,379,129,431,38,0
ENSG00000247699.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000253772.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000135083.15,109,69,56,42,176,134,156,201,211,353,278,0,83,202,153,103,6,6
ENSG00000254373.1,35,53,33,66,60,58,25,37,22,18,25,20,62,194,112,209,91,7
ENSG00000270612.1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000145861.9,42,122,59,106,68,185,187,205,132,144,110,0,102,209,198,371,36,0
ENSG00000221886.4,8,30,34,31,51,28,32,57,58,68,32,0,2,19,0,11,0,0
ENSG00000164609.10,376,515,467,486,513,571,727,857,750,832,640,9,160,379,170,545,53,4
ENSG00000164611.13,1076,1599,1199,1440,1986,1674,957,946,712,872,892,38,473,1676,512,1965,90,0
ENSG00000253522.6,118,71,34,70,14,35,8,13,6,13,13,0,7,0,0,5,0,0
ENSG00000265237.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283733.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118322.14,8,11,21,4,6,19,0,9,4,11,1,0,0,0,0,4,0,0
ENSG00000253687.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000254391.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253417.5,8,13,14,0,20,6,0,5,7,8,14,0,14,0,63,3,0,0
ENSG00000145864.13,2,10,0,6,16,7,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000145863.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253403.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000118990.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022355.18,11,0,0,0,11,3,0,0,0,0,0,0,0,0,0,6,0,0
ENSG00000280776.2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0
ENSG00000113327.16,0,1,17,0,17,6,0,12,12,15,3,0,0,0,49,1,0,0
ENSG00000254186.3,0,0,9,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0
ENSG00000201474.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254351.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249449.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250114.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000113328.19,210,255,337,396,462,356,575,460,524,463,412,10,63,236,213,173,24,5
ENSG00000170584.11,403,464,441,593,718,642,496,644,442,558,467,0,124,520,80,325,28,0
ENSG00000072571.20,144,216,262,224,377,266,705,645,504,543,447,16,58,283,81,218,30,12
ENSG00000251018.2,2,0,0,0,11,9,1,1,0,0,6,0,0,35,0,4,0,0
ENSG00000038274.17,294,377,423,369,530,561,450,515,485,459,328,0,163,535,200,271,24,6
ENSG00000285590.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224012.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000251998.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000273569.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271679.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253331.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253538.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241956.10,12,14,20,4,6,4,20,4,12,3,5,38,13,2,88,17,54,65
ENSG00000253236.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000253600.1,12,1,17,4,6,2,2,3,4,2,5,38,13,2,88,4,46,65
ENSG00000206845.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285549.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254066.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253693.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252794.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253512.1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000253946.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254252.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254171.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229119.3,4601,6540,6089,5820,6802,6556,6555,8622,7195,8554,7766,226,1545,4917,3107,8452,455,46
ENSG00000254130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253713.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253469.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000145934.16,21,18,14,18,18,33,80,52,59,65,72,0,6,59,39,44,4,2
ENSG00000254365.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254297.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253527.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254187.1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253357.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253660.1,7,18,27,8,19,23,4,5,24,9,14,0,0,0,0,8,3,0
ENSG00000253947.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253065.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000253925.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000279739.1,0,0,0,0,19,2,1,5,3,8,3,0,0,0,0,0,0,0
ENSG00000253978.2,2,3,4,15,19,14,33,8,16,41,13,0,0,0,0,11,7,0
ENSG00000113645.14,833,822,925,787,1005,1047,1182,1506,1304,1481,1246,0,171,276,433,436,52,11
ENSG00000113643.9,628,925,672,823,1032,862,1107,1267,1330,1427,1111,8,149,371,328,701,80,0
ENSG00000188573.8,2,3,6,1,20,4,59,88,59,86,71,0,0,25,0,1,0,0
ENSG00000120137.7,478,499,686,617,797,767,906,709,780,698,710,9,97,240,122,243,16,0
ENSG00000253861.1,4,4,6,5,0,7,37,2,62,30,27,0,0,0,0,0,0,0
ENSG00000199035.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283612.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233913.7,2682,3634,3636,3634,4905,4265,7557,8677,6544,7902,7562,79,929,3627,2259,4963,255,48
ENSG00000254192.1,5,2,10,0,0,0,0,0,7,2,0,1,0,0,1,0,0,0
ENSG00000184347.14,32,26,39,29,21,18,23,30,12,20,42,10,5,0,6,4,1,3
ENSG00000254042.2,20,8,19,6,26,9,3,1,4,3,0,0,0,0,0,4,0,0
ENSG00000207739.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000202345.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248965.1,4,0,15,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279752.1,1,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248222.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207619.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206614.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000040275.17,222,375,326,276,390,383,350,394,272,379,275,0,86,272,99,294,22,0
ENSG00000134516.17,4,2,0,0,0,2,10,11,6,8,10,0,12,32,87,8,0,15
ENSG00000253269.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204767.4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
ENSG00000263831.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168269.10,982,309,600,444,485,394,0,15,8,15,2,0,12,24,78,38,2,0
ENSG00000253219.1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249601.2,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234511.10,0,0,0,0,0,0,13,22,7,13,9,0,0,0,0,0,0,0
ENSG00000043462.12,1,0,0,0,0,0,0,11,1,5,0,0,0,0,0,0,0,0
ENSG00000235172.8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250274.1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000182132.13,5,2,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000145936.9,37,17,59,47,88,44,2,15,8,11,5,0,1,0,0,14,0,0
ENSG00000253647.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253858.1,3,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253591.2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253348.1,26,56,93,51,73,46,0,1,7,4,5,0,0,0,0,5,9,0
ENSG00000094755.17,313,367,331,396,539,408,4,9,6,11,11,12,19,0,1,75,2,3
ENSG00000204764.14,29,51,29,54,72,48,3,15,8,20,6,0,9,105,0,43,2,0
ENSG00000244501.3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ENSG00000253966.1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253213.1,0,2,0,3,0,0,2,6,0,0,3,0,0,0,0,4,1,0
ENSG00000275038.2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164438.6,8,0,5,0,0,0,3,5,9,4,17,0,0,0,0,0,0,0
ENSG00000213393.5,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000265740.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254256.1,7,13,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000206909.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254012.1,4,4,5,22,15,10,26,23,23,21,14,1,1,4,0,23,0,0
ENSG00000264249.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000181163.13,2632,4140,4640,4257,5133,4465,3884,4722,5326,6477,4585,137,1076,2845,2723,3929,461,93
ENSG00000156427.8,55,14,15,12,43,19,0,6,4,7,0,0,9,0,17,20,1,0
ENSG00000285914.1,0,0,0,1,0,9,0,0,2,1,0,0,0,0,0,0,0,0
ENSG00000253110.1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185662.9,8,5,0,0,22,0,0,5,1,0,1,0,0,0,0,0,0,0
ENSG00000072803.17,216,218,313,269,373,253,940,811,945,847,781,36,334,466,299,527,52,13
ENSG00000072786.13,226,148,129,187,287,263,510,523,551,635,503,19,77,158,241,152,28,2
ENSG00000214360.5,3,0,0,1,2,0,0,1,0,0,0,0,6,0,0,12,0,0
ENSG00000168246.6,154,228,174,204,212,242,485,543,561,495,507,35,162,304,251,405,35,7
ENSG00000212529.1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0
ENSG00000253218.1,13,4,3,5,4,13,29,28,32,18,8,5,1,39,0,23,4,0
ENSG00000174705.13,826,831,1039,816,1035,990,904,1135,1283,1360,999,16,271,307,412,432,60,9
ENSG00000287814.1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
ENSG00000254299.3,0,0,0,0,15,0,0,4,0,1,0,0,0,0,0,0,0,0
ENSG00000280318.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214357.9,156,235,335,329,360,407,348,475,415,465,332,12,713,1132,656,1603,141,1
ENSG00000253683.1,1740,2196,2095,2177,2579,2235,2367,2657,2137,2972,2271,34,717,1646,687,2738,189,18
ENSG00000265160.1,0,0,4,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0
ENSG00000253445.1,15,33,26,6,20,36,21,35,16,28,31,0,42,100,40,104,9,0
ENSG00000253295.2,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0
ENSG00000213386.3,0,1,0,0,15,6,0,1,7,2,0,0,0,0,0,0,0,0
ENSG00000253736.3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120129.6,315,86,136,157,207,171,228,263,336,425,297,143,173,178,275,176,76,40
ENSG00000206741.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000270243.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253628.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113719.16,1115,1397,1267,1452,1824,2102,7810,9914,8928,10029,7688,62,2823,6706,3700,5991,522,22
ENSG00000204758.8,42,73,58,18,107,97,52,31,18,51,20,0,0,58,0,61,1,0
ENSG00000254295.1,2,0,0,0,14,0,0,3,0,0,0,0,0,0,0,7,0,0
ENSG00000037241.7,255,289,317,373,497,356,410,575,415,618,415,0,112,367,312,507,24,0
ENSG00000253785.1,401,592,561,622,644,694,786,878,764,929,791,19,139,197,309,250,17,5
ENSG00000113732.9,1013,1055,1003,975,1319,924,1688,2018,1609,2048,1646,32,766,1702,1024,2295,154,10
ENSG00000254328.1,0,4,0,3,0,1,0,0,0,0,0,0,0,16,0,0,1,0
ENSG00000212402.1,0,1,0,2,0,0,0,2,0,1,2,0,0,0,0,6,0,0
ENSG00000207210.1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164463.12,85,48,112,109,155,89,196,128,161,157,165,2,34,144,137,135,23,5
ENSG00000253439.1,3,9,7,3,0,2,4,0,0,2,2,30,35,0,101,0,15,18
ENSG00000253172.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000113734.17,81,139,131,126,130,102,121,248,200,267,224,0,68,178,196,234,27,6
ENSG00000254200.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183072.10,20,25,26,37,47,36,0,0,0,3,0,0,9,0,0,31,0,0
ENSG00000201277.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252169.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113739.10,499,270,304,382,353,486,280,337,411,546,358,16,436,2733,1812,2492,210,3
ENSG00000274994.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199219.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253968.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253141.2,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0
ENSG00000253768.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254164.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
ENSG00000253955.2,9,0,0,0,0,0,0,5,4,2,0,0,6,0,0,6,4,0
ENSG00000145919.11,359,459,454,420,432,558,608,595,623,673,608,9,200,471,42,480,57,5
ENSG00000253959.1,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0
ENSG00000253428.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253686.2,8,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0
ENSG00000287003.1,5,0,0,0,0,0,13,0,7,3,0,0,0,0,0,0,0,0
ENSG00000254211.6,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
ENSG00000113742.14,229,99,114,146,83,197,594,563,472,352,425,37,94,352,232,546,113,34
ENSG00000185056.10,1,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,0
ENSG00000253109.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170091.11,3,0,0,1,18,0,26,68,98,61,20,0,0,0,0,12,0,0
ENSG00000253244.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253447.6,1,0,0,0,0,0,2,1,4,8,0,0,0,0,0,0,0,0
ENSG00000254011.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000249722.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249306.6,1,0,0,1,0,1,22,16,12,21,8,0,0,0,0,0,1,0
ENSG00000213376.4,16,33,30,32,89,52,11,4,7,3,8,0,2,8,18,25,1,0
ENSG00000249031.1,5,10,3,9,16,3,113,124,45,57,84,0,7,6,3,9,1,1
ENSG00000250256.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248929.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120149.9,161,97,36,83,23,85,4,9,0,2,7,0,81,388,150,234,22,9
ENSG00000251670.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000266890.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251144.1,136,25,59,29,23,26,2,0,0,0,1,0,0,0,0,0,0,0
ENSG00000204754.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251122.1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000248293.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000249403.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248355.1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184845.4,0,2,0,0,0,0,27,29,15,17,18,0,0,0,0,0,3,0
ENSG00000286350.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164466.13,340,429,361,398,442,420,377,569,613,584,467,0,258,847,600,908,72,0
ENSG00000270839.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222111.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113749.7,6,9,18,17,36,37,0,8,4,4,2,0,8,101,0,44,2,0
ENSG00000200648.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000145920.15,5,0,0,8,0,1,10,0,0,5,5,12,4,0,2,9,5,2
ENSG00000280068.1,2,0,0,2,15,3,0,3,0,7,3,0,6,0,0,9,4,3
ENSG00000250820.1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000051596.9,727,961,963,873,1050,969,749,1032,857,1085,869,0,198,428,510,570,76,1
ENSG00000250801.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272494.1,6,1,0,0,0,8,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000250992.2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248469.1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182230.12,3,3,12,0,0,0,0,0,1,0,1,0,0,0,0,10,0,0
ENSG00000285476.1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,6,0,0
ENSG00000251623.2,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0
ENSG00000251458.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283559.2,6,17,9,10,13,28,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000248596.8,9,28,19,24,19,31,0,0,0,2,0,0,0,0,0,16,0,0
ENSG00000287579.1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000283235.2,21,30,32,14,50,19,0,2,3,0,3,0,0,0,0,14,7,0
ENSG00000270989.1,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,1,0
ENSG00000170085.18,250,264,274,208,340,350,26,26,50,21,42,0,85,142,234,158,14,0
ENSG00000251667.1,10,5,13,10,18,10,25,17,26,14,9,0,8,0,0,2,5,3
ENSG00000122203.15,2149,2598,2542,3193,3370,2951,1110,1377,1078,1428,1022,16,560,1391,740,1234,68,8
ENSG00000250909.1,3,0,0,17,27,3,0,4,4,1,1,0,7,0,0,0,0,0
ENSG00000251414.1,5,1,8,12,24,9,0,5,4,7,10,0,0,0,0,9,0,0
ENSG00000175414.7,742,1143,1077,1078,1236,1321,95,156,138,192,112,0,68,164,252,301,18,2
ENSG00000221464.1,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000048162.20,2672,3352,3348,2984,3464,3525,1276,1608,1376,1734,1268,21,430,989,889,1823,120,18
ENSG00000146066.3,2555,3868,3203,3322,3933,3783,1297,1483,1298,1575,1431,8,591,1580,949,2551,147,13
ENSG00000175416.14,7900,6389,5925,6267,6358,7371,1019,1501,1223,1595,1218,9,605,1779,664,2347,217,36
ENSG00000280139.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113194.13,837,1195,1316,887,1350,1255,1072,1307,1380,1474,1184,20,358,1354,726,1413,152,20
ENSG00000146083.12,1703,1234,1790,1770,1900,1857,1340,1449,1188,1439,1331,45,504,846,632,782,114,13
ENSG00000074276.10,44,16,23,12,17,39,22,22,12,13,14,0,39,53,77,48,6,0
ENSG00000243959.3,3,0,2,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0
ENSG00000207420.1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169258.7,387,330,461,333,287,472,237,273,389,389,222,0,100,161,223,272,36,0
ENSG00000074317.11,13,8,10,14,0,3,4,3,4,8,4,0,0,0,0,0,0,0
ENSG00000266329.1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175766.13,0,0,0,0,0,0,10,5,0,6,3,0,0,0,0,0,0,0
ENSG00000048140.18,718,964,1415,798,1121,1251,894,1404,1329,1588,1191,59,289,533,471,755,112,2
ENSG00000248484.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251446.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000248859.2,0,0,0,0,0,0,0,0,0,0,0,0,2,76,0,37,0,0
ENSG00000113763.12,0,1,0,1,0,5,51,87,56,61,58,0,16,185,9,114,7,0
ENSG00000160883.11,12,3,2,0,0,0,9,0,4,4,8,43,78,10,53,0,2,35
ENSG00000087206.17,1114,1256,1305,1266,1706,1508,513,566,638,711,469,7,117,244,180,512,51,3
ENSG00000113761.12,387,418,520,498,695,568,240,281,283,340,230,0,114,459,117,494,46,13
ENSG00000251666.1,4,2,3,8,28,8,18,12,1,5,0,0,6,0,0,45,6,0
ENSG00000160867.15,236,491,456,478,463,620,3065,4360,3522,4433,2557,35,14,377,186,556,30,4
ENSG00000165671.20,1822,2008,2195,2366,3019,2846,1659,1873,1979,2163,1828,99,503,1036,1030,1402,154,60
ENSG00000286634.1,9,13,13,12,28,19,8,7,1,1,0,0,0,0,2,14,0,0
ENSG00000240729.1,25,41,50,24,46,46,1,12,8,28,14,0,8,10,52,80,1,1
ENSG00000270706.1,12,9,5,28,3,30,5,7,16,2,3,0,0,0,0,32,7,3
ENSG00000169228.14,1306,1066,1237,921,1111,1240,691,893,673,1184,534,17,182,832,270,689,71,7
ENSG00000213347.10,6105,7448,6742,6852,8643,8067,3087,3517,2411,3302,2506,26,1031,3996,1875,4757,263,18
ENSG00000169230.10,7467,8431,7442,8237,9842,9246,3481,3837,2909,3388,2946,202,1097,3419,1521,4172,270,55
ENSG00000169223.15,6893,10156,7662,9844,12498,10712,3983,4164,3462,4140,3368,32,1682,4586,3532,5337,366,24
ENSG00000239393.1,7,1,0,4,1,2,5,0,0,1,6,1,0,0,0,7,0,0
ENSG00000169220.18,626,771,1172,840,868,1200,463,549,455,571,513,0,120,306,40,274,23,2
ENSG00000131183.11,0,0,7,10,0,4,0,9,1,4,8,0,0,0,0,0,0,0
ENSG00000196570.3,0,0,0,0,0,0,0,0,1,0,0,0,0,39,0,2,0,0
ENSG00000131187.9,435,831,994,854,868,868,588,684,747,979,580,16,133,193,0,276,24,1
ENSG00000198055.11,2053,2463,2962,2793,2878,3224,1161,1201,1116,1231,978,36,496,1080,607,1260,101,13
ENSG00000246334.2,90,104,166,116,183,189,36,113,61,78,51,0,13,99,36,141,7,0
ENSG00000131188.12,319,429,434,367,586,552,379,424,393,569,344,0,115,312,197,455,14,17
ENSG00000113758.13,7818,11619,13189,12240,13982,14456,4249,5417,4430,5819,4306,102,1172,2762,2031,3458,302,58
ENSG00000279821.1,208,258,288,238,401,272,14,30,22,40,19,0,0,49,0,26,0,0
ENSG00000196923.14,3012,2821,2987,3294,5028,4285,1356,1407,790,1375,900,57,289,783,323,1139,137,18
ENSG00000248996.1,43,51,50,60,67,93,0,11,3,8,2,0,0,0,0,0,0,0
ENSG00000146094.14,277,192,183,173,205,357,94,110,111,136,109,0,125,191,49,103,18,0
ENSG00000183258.12,3773,5162,4148,5301,7030,6359,1987,2106,1582,2171,1745,15,602,1918,1368,1963,194,35
ENSG00000146067.16,1410,1352,1622,1697,1881,2218,1022,1413,736,1664,864,126,461,1308,1120,999,165,60
ENSG00000272459.1,22,28,22,6,60,33,10,8,7,5,10,0,10,28,0,36,0,0
ENSG00000184840.12,4364,6300,6364,6337,7386,7909,3356,4543,3710,5021,3659,100,1403,3298,2409,3919,308,40
ENSG00000027847.14,774,917,906,1027,1337,1452,289,350,333,384,272,0,86,358,32,414,18,0
ENSG00000247679.3,142,145,244,187,269,222,11,19,6,15,40,9,123,557,286,493,21,0
ENSG00000246596.7,31,21,37,64,56,42,0,0,0,3,2,0,9,142,56,36,0,0
ENSG00000249849.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000170074.19,0,1,1,5,0,3,0,0,1,0,0,0,6,0,0,8,2,0
